battery,time,capacity
1,108.01192222222224,2.000348611111103
1,113.6508861111111,2.000234722222223
1,234.1803361111111,1.9584665124999963
1,239.4626722222222,1.9631736111111162
1,347.737075,1.9112000000000604
1,353.1083194444445,1.9154444444443561
1,460.9155027777777,1.8698733333333333
1,466.284575,1.8665875694444447
1,594.1701583333332,1.8265902777776375
1,599.4585555555557,1.832719444444422
1,720.4029083333334,1.7884472222221393
1,725.7691527777778,1.7768083333333329
1,854.6453833333333,1.746047222222227
1,860.04095,1.7598324986110492
1,977.5390444444444,1.7141777777779907
1,983.0135027777778,1.7109541666665886
1,1096.8134527777777,1.6849986111111528
1,1102.3187805555556,1.6887249999999119
1,1223.225411111111,1.644280555555544
1,1228.8328416666666,1.6461361111110167
1,1347.929438888889,1.6183069444445473
1,1353.6297694444445,1.623593055555473
1,1468.1258805555556,1.5964472222221913
1,1473.8483527777776,1.6032208333334992
1,1637.368061111111,1.6200680555556695
1,1645.4514333333334,1.6157986111111111
1,1816.3942,1.5715513888888062
1,1824.4225305555556,1.5661763888886517
1,1989.9741444444444,1.5361194444444652
1,1998.1084555555556,1.5458242444442993
1,2175.9960833333334,1.5114902777776018
1,2184.2069861111113,1.5031416666665633
1,2356.821788888889,1.4554513888889302
1,2365.26935,1.454991470833292
1,2521.3577055555556,1.4500069444443413
1,2529.9616916666664,1.42801250000029
1,2681.1223000000005,1.3812541666662097
1,2689.9041444444442,1.3895920833333333
1,2863.039358333333,1.3540847222223678
1,2871.6449472222225,1.3637388694440908
1,3036.9717027777774,1.3315333333339958
1,3045.7747361111115,1.351070833332878
1,3225.8854499999998,1.4166582569446513
1,3234.533191666667,1.376193055555742
1,3400.604686111111,1.2563472222218053
1,3409.240186111111,1.242818688889034
1,3551.229191666667,1.1589347222222222
1,3560.191225,1.1745055555555142
2,96.39423888888888,1.9869166666666622
2,101.14738055555556,1.9884069444444408
2,225.3602111111111,1.915721186111101
2,230.18434444444443,1.9170413819444252
2,354.4022361111111,1.8362541666666898
2,359.21736111111113,1.8405388888889123
2,484.81511666666665,1.7577611111111393
2,489.60699166666666,1.7526097222222556
2,607.016575,1.7049958333333122
2,611.8027722222222,1.699515277777736
2,726.0494166666666,1.6597277777777364
2,730.9360916666667,1.6523679263889715
2,851.7856611111112,1.6341518638888688
2,856.6070611111111,1.638275000000031
2,974.551275,1.5998555555556333
2,979.3986472222223,1.6034013888889609
2,1085.6224027777778,1.581249041666563
2,1090.4816583333334,1.5746472222222994
2,1200.0691861111109,1.562492298611423
2,1202.0402166666668,1.1111680555554735
2,1313.4507555555556,1.5247124999999602
2,1318.3984750000002,1.5235833333335196
2,1431.502586111111,1.4904583333331478
2,1436.5168722222222,1.4939319444442791
2,1624.6411166666664,1.5237569444444858
2,1632.0609277777778,1.5067611111111319
2,1790.5388694444443,1.4527193875000417
2,1798.0070472222224,1.4479902777777778
2,1953.7225055555555,1.4288416666667287
2,1961.2856,1.4273125000000002
2,2122.4276777777777,1.397685802777447
2,2130.171811111111,1.3995540194445584
2,2294.8034861111114,1.3421791666668301
2,2302.5667944444444,1.344009722222119
2,2460.3519777777774,1.2894263888887028
2,2468.4538,1.3108430555555763
2,2613.8662472222222,1.3025999999996483
2,2621.762352777778,1.2833277361113198
2,2775.0187194444447,1.2945931736110075
2,2782.8595583333336,1.3009203166663357
2,2938.9142805555557,1.3134750000002071
2,2946.6687583333337,1.3208644833330039
2,3099.891266666667,1.2611430555551622
2,3107.5417583333333,1.26132916666706
2,3214.0000055555556,1.358019444444548
2,3221.539311111111,1.3484298861111939
2,3376.2888,1.2420460791665426
2,3383.8617944444445,1.2657311111111114
2,3528.263697222222,1.158651388888889
2,3535.9555305555555,1.1802458333332713
2,3687.941186111111,1.1229875000001657
2,3695.8687944444446,1.1488013888885993
3,59.01735000000001,2.0089662569444475
3,64.02807222222222,2.0029206333333343
3,227.3128111111111,1.9433902777777676
3,232.31699166666667,1.943095833333353
3,391.4040055555556,1.8632361111110463
3,396.5060972222222,1.8646536569444236
3,558.2176805555556,1.8012291666666493
3,563.410386111111,1.797462500000086
3,724.358275,1.753950683333225
3,729.5816611111111,1.752391755555649
3,877.1225527777777,1.7039784861109541
3,881.8460749999999,1.6995652777778347
3,1024.5691000000002,1.6740152777778243
3,1029.2854944444446,1.6720402777778185
3,1172.6915222222224,1.6395125000002697
3,1177.4099194444445,1.6364458333330956
3,1324.192561111111,1.5884373388891064
3,1328.998027777778,1.5941485541666265
3,1468.7976083333333,1.62892777777784
3,1475.4057694444443,1.621630555555742
3,1675.2383805555555,1.5557900333332713
3,1681.83695,1.5623882208334474
3,1878.9203833333333,1.5211874999998656
3,1885.4731527777776,1.520012500000176
3,2077.3800472222224,1.4856208333333643
3,2083.9916,1.4858819444444444
3,2280.6694944444444,1.4424680555555145
3,2287.395472222222,1.422838491666761
3,2479.116494444444,1.3736375000001655
3,2485.9342944444447,1.3832944444441755
3,2677.886313888889,1.327762499999586
3,2684.689927777778,1.3417790222219739
3,2857.3962944444443,1.3347138888890544
3,2864.3668527777777,1.323326388888951
3,3043.5082083333336,1.2923763888884545
3,3050.3214555555555,1.312159129166546
3,3195.876241666667,1.2334666666665839
3,3202.83945,1.2339833333332921
3,3376.4181833333337,1.2027889444440305
3,3383.181161111111,1.2213416666668737
3,3555.6829194444445,1.093086738889013
3,3562.482486111111,1.098574354167081
3,3717.240786111111,1.0596757388889717
3,3724.0754305555556,1.0643208333333127
4,59.28026111111111,1.978276388888891
4,64.59551666666667,1.9703924638888914
4,228.74168611111114,1.8816353666666383
4,233.88623055555556,1.8810833333333337
4,394.66884444444446,1.8083902777778609
4,399.8539138888888,1.8121464611111808
4,562.8344694444444,1.7518565972222222
4,568.0836333333333,1.7472751222223213
4,734.3769472222222,1.7047305555556018
4,739.7370722222222,1.7123680555555971
4,906.6398944444444,1.66326666666675
4,912.1365722222223,1.6741763888889354
4,1082.6432805555555,1.6265486111111063
4,1087.9706472222222,1.6227628611110076
4,1255.3511916666666,1.5885916375000106
4,1260.7849861111113,1.5841185486113187
4,1471.3043416666667,1.619344444444548
4,1479.0167361111112,1.6089166666667394
4,1708.5985194444445,1.5408899625001242
4,1715.832572222222,1.546319444444455
4,1934.5258722222225,1.5143631249999987
4,1938.672938888889,1.3367249999999793
4,2167.664713888889,1.4687316958333225
4,2175.2169361111114,1.4704769749999282
4,2418.376213888889,1.4017458333331072
4,2426.531977777778,1.4218151430553725
4,2643.487955555556,1.3487402777777782
4,2651.9815888888884,1.3401910236108863
4,2866.5600472222222,1.3216400833332298
4,2874.923725,1.3378805555553073
4,3085.0665833333333,1.2774568736111733
4,3093.0988555555555,1.2812638888890133
4,3195.1851055555558,1.2401229180554934
4,3203.6118055555557,1.2431875000000001
4,3410.5451305555557,1.2110889541663357
4,3418.5958555555558,1.2111083333332298
4,3606.283425,1.1379746138890752
4,3614.5512055555555,1.1292166666667496
5,57.90573611111111,1.9697583333333326
5,63.02195555555556,1.9631569444444363
5,222.23725555555555,1.8901208333333308
5,227.255375,1.8887263888889085
5,387.7634638888889,1.823044444444432
5,392.84869722222226,1.8215097222221994
5,553.7114055555555,1.7735874999999872
5,558.7223888888889,1.7704777777776874
5,719.0538027777777,1.7240972222222537
5,724.1785,1.722988888888993
5,882.1786444444444,1.6753425249999123
5,887.3401416666666,1.6780289527777887
5,1050.9180472222222,1.6532416666666834
5,1056.1459805555555,1.647931505555597
5,1217.8153972222221,1.6023194444445588
5,1223.083761111111,1.606772222222181
5,1381.2870944444444,1.5735576833331573
5,1386.4683972222222,1.574643055555876
5,1470.9141055555556,1.6232916666665116
5,1478.1515333333332,1.6128208333333336
5,1698.9302944444444,1.545631944444633
5,1706.0143222222223,1.5486505916664692
5,1923.376213888889,1.5040138888887649
5,1930.4671583333331,1.5090315152777365
5,2150.6570666666667,1.4588791666665728
5,2157.956177777778,1.4629263888888788
5,2380.3097861111114,1.3958652777774054
5,2387.8387444444447,1.3932583333332094
5,2595.1628444444445,1.349804166666977
5,2602.9091249999997,1.3472763888887445
5,2808.668083333334,1.3172524041665237
5,2816.4572361111113,1.3069569444439064
5,3026.5360611111114,1.320275000000207
5,3033.9318666666663,1.3098055555557644
5,3193.656675,1.253309722222305
5,3201.4604888888894,1.2499152777778813
5,3385.9339027777787,1.2156111111110492
5,3393.5139305555563,1.21639305555568
5,3587.232033333334,1.1196027777774675
5,3595.3220138888896,1.1426783444444653
5,3626.9360861111118,1.132479166666646
5,3635.023144444445,1.1281361111110284
6,61.985955555555556,1.9292019597222265
6,69.09491666666666,1.9195890513888925
6,283.71071666666666,1.8550416666666565
6,290.61846944444443,1.8584652777778037
6,502.8783111111111,1.791444444444421
6,509.78051666666664,1.7994472222222895
6,727.505363888889,1.7579791666667068
6,734.5575472222223,1.7597194444444848
6,951.8119972222223,1.6910025291666564
6,959.0061444444444,1.6996431486110024
6,1179.680425,1.641766533333582
6,1186.837727777778,1.636656586111391
6,1404.277211111111,1.578325358333354
6,1411.4694055555556,1.5963388888888164
6,1629.5305916666666,1.5396194444443194
6,1636.7549277777778,1.55756452222215
6,1783.0887722222221,1.4984111111109664
6,1790.6088722222223,1.4878041666665842
